Player,Seasons,Games,PPG,RPG,APG,FG%,3P%,FT%,PER,WS,Sixth_Man_Awards,Career_High_Points,Total_Points,Total_Rebounds,Total_Assists,Teams,Playoff_Games,Playoff_PPG,Playoff_RPG,Playoff_APG,Playoff_FG%,Playoff_3P%,Playoff_FT%
Jamal Crawford,20,1327,14.6,2.2,3.4,41.0,34.8,86.2,15.1,60.7,3,52,19419,2948,4541,9,74,14.3,1.9,2.2,40.3,32.5,87.2
