Player,Seasons,Games,PPG,RPG,APG,FG%,3P%,FT%,PER,WS,Sixth_Man_Awards,Career_High_Points,Total_Points,Total_Rebounds,Total_Assists,Teams,Playoff_Games,Playoff_PPG,Playoff_RPG,Playoff_APG,Playoff_FG%,Playoff_3P%,Playoff_FT%
Lou Williams,17,1123,13.9,2.2,3.4,41.9,35.1,84.2,18.0,65.7,3,50,15593,2484,3789,6,89,11.4,2.2,2.8,39.8,31.2,85.6
